trial_type,trial_index,time_elapsed,internal_node_id,subject,condition,condition_vector,success,timeout,failed_images,failed_audio,failed_video,rt,stimulus,response,images,cur_target,cur_target_image,cur_target_type,round_type,set,test_audio,choice,chosen_image,choices,chosen_images,chosen_items,chosen_audio_items,first_choice_location,chosen_images_in_order,chosen_audio_in_order,chosen_items_in_order,sample_num,chosen_index,chosen_audio,central_images
coact-grid-choice-audio,60,380161,0.0-60.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,3000,,,,,,,,1,,,stims/images/nyala.png,,,,,left,,,,4,,stims/audio/its_nyala.wav,
coact-grid,61,388930,0.0-61.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,7464,,,"[""stims/images/dolphin.png"",""stims/images/nyala.png"",""stims/images/raccoon.png"",""stims/images/lynx.png"",""stims/images/tarsier.png"",""stims/images/sloth.png"",""stims/images/elephant.png"",""stims/images/tiger.png""]",,,,,1,,,,"[1,4]","[""stims/images/nyala.png"",""stims/images/tarsier.png""]","[""nyala"",""tarsier""]","[""stims/audio/its_nyala.wav"",""stims/audio/its_tarsier.wav""]",right,"[""stims/images/tarsier.png"",""stims/images/nyala.png""]","[""stims/audio/its_tarsier.wav"",""stims/audio/its_nyala.wav""]","[""tarsier"",""nyala""]",5,,,
coact-grid-choice,62,391209,0.0-62.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,2278,,,"[""stims/images/dolphin.png"",""stims/images/nyala.png"",""stims/images/raccoon.png"",""stims/images/lynx.png"",""stims/images/tarsier.png"",""stims/images/sloth.png"",""stims/images/elephant.png"",""stims/images/tiger.png""]",,,,,1,,,stims/images/nyala.png,,,,,right,"[""stims/images/tarsier.png"",""stims/images/nyala.png""]","[""stims/audio/its_tarsier.wav"",""stims/audio/its_nyala.wav""]","[""tarsier"",""nyala""]",5,0,stims/audio/its_tarsier.wav,"[""stims/images/nyala.png"",""stims/images/tarsier.png""]"
coact-grid-choice-audio,63,394217,0.0-63.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,3000,,,,,,,,1,,,stims/images/nyala.png,,,,,right,,,,5,,stims/audio/its_tarsier.wav,
html-button-response,64,413832,0.0-64.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,19614,,0,,,,,,,,,,,,,,,,,,,,,
coact-grid,65,421886,0.0-65.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,6746,,,"[""stims/images/horse.png"",""stims/images/squirrel.png"",""stims/images/frog.png"",""stims/images/cat.png"",""stims/images/butterfly.png"",""stims/images/duck.png"",""stims/images/cow.png"",""stims/images/wolf.png""]",,,,,familiar,,,,"[4,5]","[""stims/images/butterfly.png"",""stims/images/duck.png""]","[""butterfly"",""duck""]","[""stims/audio/its_butterfly.wav"",""stims/audio/its_duck.wav""]",right,"[""stims/images/duck.png"",""stims/images/butterfly.png""]","[""stims/audio/its_duck.wav"",""stims/audio/its_butterfly.wav""]","[""duck"",""butterfly""]",0,,,
coact-grid-choice,66,433216,0.0-66.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,11330,,,"[""stims/images/horse.png"",""stims/images/squirrel.png"",""stims/images/frog.png"",""stims/images/cat.png"",""stims/images/butterfly.png"",""stims/images/duck.png"",""stims/images/cow.png"",""stims/images/wolf.png""]",,,,,familiar,,,stims/images/butterfly.png,,,,,right,"[""stims/images/duck.png"",""stims/images/butterfly.png""]","[""stims/audio/its_duck.wav"",""stims/audio/its_butterfly.wav""]","[""duck"",""butterfly""]",0,0,stims/audio/its_duck.wav,"[""stims/images/butterfly.png"",""stims/images/duck.png""]"
coact-grid-choice-audio,67,436224,0.0-67.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,3000,,,,,,,,familiar,,,stims/images/butterfly.png,,,,,right,,,,0,,stims/audio/its_duck.wav,
coact-grid,68,440477,0.0-68.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,2948,,,"[""stims/images/frog.png"",""stims/images/cow.png"",""stims/images/duck.png"",""stims/images/squirrel.png"",""stims/images/wolf.png"",""stims/images/butterfly.png"",""stims/images/cat.png"",""stims/images/horse.png""]",,,,,familiar,,,,"[2,4]","[""stims/images/duck.png"",""stims/images/wolf.png""]","[""duck"",""wolf""]","[""stims/audio/its_duck.wav"",""stims/audio/its_wolf.wav""]",left,"[""stims/images/duck.png"",""stims/images/wolf.png""]","[""stims/audio/its_duck.wav"",""stims/audio/its_wolf.wav""]","[""duck"",""wolf""]",1,,,
coact-grid-choice,69,444924,0.0-69.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,4446,,,"[""stims/images/frog.png"",""stims/images/cow.png"",""stims/images/duck.png"",""stims/images/squirrel.png"",""stims/images/wolf.png"",""stims/images/butterfly.png"",""stims/images/cat.png"",""stims/images/horse.png""]",,,,,familiar,,,stims/images/duck.png,,,,,left,"[""stims/images/duck.png"",""stims/images/wolf.png""]","[""stims/audio/its_duck.wav"",""stims/audio/its_wolf.wav""]","[""duck"",""wolf""]",1,0,stims/audio/its_duck.wav,"[""stims/images/duck.png"",""stims/images/wolf.png""]"
coact-grid-choice-audio,70,447933,0.0-70.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,3000,,,,,,,,familiar,,,stims/images/duck.png,,,,,left,,,,1,,stims/audio/its_duck.wav,
coact-grid,71,453160,0.0-71.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,3921,,,"[""stims/images/zebra.png"",""stims/images/cormorant.png"",""stims/images/pig.png"",""stims/images/aardvark.png"",""stims/images/echidna.png"",""stims/images/hippopotamus.png"",""stims/images/antelope.png"",""stims/images/porcupine.png""]",,,,,2,,,,"[0,7]","[""stims/images/zebra.png"",""stims/images/porcupine.png""]","[""zebra"",""porcupine""]","[""stims/audio/its_zebra.wav"",""stims/audio/its_porcupine.wav""]",left,"[""stims/images/zebra.png"",""stims/images/porcupine.png""]","[""stims/audio/its_zebra.wav"",""stims/audio/its_porcupine.wav""]","[""zebra"",""porcupine""]",0,,,
coact-grid-choice,72,456130,0.0-72.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,2969,,,"[""stims/images/zebra.png"",""stims/images/cormorant.png"",""stims/images/pig.png"",""stims/images/aardvark.png"",""stims/images/echidna.png"",""stims/images/hippopotamus.png"",""stims/images/antelope.png"",""stims/images/porcupine.png""]",,,,,2,,,stims/images/zebra.png,,,,,left,"[""stims/images/zebra.png"",""stims/images/porcupine.png""]","[""stims/audio/its_zebra.wav"",""stims/audio/its_porcupine.wav""]","[""zebra"",""porcupine""]",0,0,stims/audio/its_zebra.wav,"[""stims/images/zebra.png"",""stims/images/porcupine.png""]"
coact-grid-choice-audio,73,459138,0.0-73.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,3000,,,,,,,,2,,,stims/images/zebra.png,,,,,left,,,,0,,stims/audio/its_zebra.wav,
coact-grid,74,463666,0.0-74.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,3222,,,"[""stims/images/cormorant.png"",""stims/images/hippopotamus.png"",""stims/images/echidna.png"",""stims/images/pig.png"",""stims/images/zebra.png"",""stims/images/antelope.png"",""stims/images/porcupine.png"",""stims/images/aardvark.png""]",,,,,2,,,,"[2,4]","[""stims/images/echidna.png"",""stims/images/zebra.png""]","[""echidna"",""zebra""]","[""stims/audio/thats_echidna.wav"",""stims/audio/thats_zebra.wav""]",right,"[""stims/images/zebra.png"",""stims/images/echidna.png""]","[""stims/audio/thats_zebra.wav"",""stims/audio/thats_echidna.wav""]","[""zebra"",""echidna""]",1,,,
coact-grid-choice,75,470021,0.0-75.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,6354,,,"[""stims/images/cormorant.png"",""stims/images/hippopotamus.png"",""stims/images/echidna.png"",""stims/images/pig.png"",""stims/images/zebra.png"",""stims/images/antelope.png"",""stims/images/porcupine.png"",""stims/images/aardvark.png""]",,,,,2,,,stims/images/echidna.png,,,,,right,"[""stims/images/zebra.png"",""stims/images/echidna.png""]","[""stims/audio/thats_zebra.wav"",""stims/audio/thats_echidna.wav""]","[""zebra"",""echidna""]",1,0,stims/audio/thats_zebra.wav,"[""stims/images/echidna.png"",""stims/images/zebra.png""]"
coact-grid-choice-audio,76,473029,0.0-76.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,3000,,,,,,,,2,,,stims/images/echidna.png,,,,,right,,,,1,,stims/audio/thats_zebra.wav,
coact-grid,77,476505,0.0-77.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,2170,,,"[""stims/images/hippopotamus.png"",""stims/images/echidna.png"",""stims/images/antelope.png"",""stims/images/pig.png"",""stims/images/porcupine.png"",""stims/images/cormorant.png"",""stims/images/zebra.png"",""stims/images/aardvark.png""]",,,,,2,,,,"[6,2]","[""stims/images/zebra.png"",""stims/images/antelope.png""]","[""zebra"",""antelope""]","[""stims/audio/thats_zebra.wav"",""stims/audio/thats_antelope.wav""]",right,"[""stims/images/antelope.png"",""stims/images/zebra.png""]","[""stims/audio/thats_antelope.wav"",""stims/audio/thats_zebra.wav""]","[""antelope"",""zebra""]",2,,,
coact-grid-choice,78,480628,0.0-78.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,4121,,,"[""stims/images/hippopotamus.png"",""stims/images/echidna.png"",""stims/images/antelope.png"",""stims/images/pig.png"",""stims/images/porcupine.png"",""stims/images/cormorant.png"",""stims/images/zebra.png"",""stims/images/aardvark.png""]",,,,,2,,,stims/images/zebra.png,,,,,right,"[""stims/images/antelope.png"",""stims/images/zebra.png""]","[""stims/audio/thats_antelope.wav"",""stims/audio/thats_zebra.wav""]","[""antelope"",""zebra""]",2,0,stims/audio/thats_antelope.wav,"[""stims/images/zebra.png"",""stims/images/antelope.png""]"
coact-grid-choice-audio,79,483636,0.0-79.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,3000,,,,,,,,2,,,stims/images/zebra.png,,,,,right,,,,2,,stims/audio/thats_antelope.wav,
coact-grid,80,487123,0.0-80.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,2180,,,"[""stims/images/zebra.png"",""stims/images/pig.png"",""stims/images/cormorant.png"",""stims/images/aardvark.png"",""stims/images/porcupine.png"",""stims/images/antelope.png"",""stims/images/echidna.png"",""stims/images/hippopotamus.png""]",,,,,2,,,,"[2,7]","[""stims/images/cormorant.png"",""stims/images/hippopotamus.png""]","[""cormorant"",""hippopotamus""]","[""stims/audio/its_cormorant.wav"",""stims/audio/its_hippopotamus.wav""]",left,"[""stims/images/cormorant.png"",""stims/images/hippopotamus.png""]","[""stims/audio/its_cormorant.wav"",""stims/audio/its_hippopotamus.wav""]","[""cormorant"",""hippopotamus""]",3,,,
coact-grid-choice,81,489866,0.0-81.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,2744,,,"[""stims/images/zebra.png"",""stims/images/pig.png"",""stims/images/cormorant.png"",""stims/images/aardvark.png"",""stims/images/porcupine.png"",""stims/images/antelope.png"",""stims/images/echidna.png"",""stims/images/hippopotamus.png""]",,,,,2,,,stims/images/cormorant.png,,,,,left,"[""stims/images/cormorant.png"",""stims/images/hippopotamus.png""]","[""stims/audio/its_cormorant.wav"",""stims/audio/its_hippopotamus.wav""]","[""cormorant"",""hippopotamus""]",3,0,stims/audio/its_cormorant.wav,"[""stims/images/cormorant.png"",""stims/images/hippopotamus.png""]"
coact-grid-choice-audio,82,492874,0.0-82.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,3000,,,,,,,,2,,,stims/images/cormorant.png,,,,,left,,,,3,,stims/audio/its_cormorant.wav,
coact-grid,83,496168,0.0-83.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,1990,,,"[""stims/images/echidna.png"",""stims/images/porcupine.png"",""stims/images/zebra.png"",""stims/images/pig.png"",""stims/images/cormorant.png"",""stims/images/aardvark.png"",""stims/images/hippopotamus.png"",""stims/images/antelope.png""]",,,,,2,,,,"[6,0]","[""stims/images/hippopotamus.png"",""stims/images/echidna.png""]","[""hippopotamus"",""echidna""]","[""stims/audio/thats_hippopotamus.wav"",""stims/audio/thats_echidna.wav""]",left,"[""stims/images/hippopotamus.png"",""stims/images/echidna.png""]","[""stims/audio/thats_hippopotamus.wav"",""stims/audio/thats_echidna.wav""]","[""hippopotamus"",""echidna""]",4,,,
coact-grid-choice,84,499706,0.0-84.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,3537,,,"[""stims/images/echidna.png"",""stims/images/porcupine.png"",""stims/images/zebra.png"",""stims/images/pig.png"",""stims/images/cormorant.png"",""stims/images/aardvark.png"",""stims/images/hippopotamus.png"",""stims/images/antelope.png""]",,,,,2,,,stims/images/echidna.png,,,,,left,"[""stims/images/hippopotamus.png"",""stims/images/echidna.png""]","[""stims/audio/thats_hippopotamus.wav"",""stims/audio/thats_echidna.wav""]","[""hippopotamus"",""echidna""]",4,1,stims/audio/thats_echidna.wav,"[""stims/images/hippopotamus.png"",""stims/images/echidna.png""]"
coact-grid-choice-audio,85,502713,0.0-85.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,3000,,,,,,,,2,,,stims/images/echidna.png,,,,,left,,,,4,,stims/audio/thats_echidna.wav,
coact-grid,86,505874,0.0-86.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,1857,,,"[""stims/images/antelope.png"",""stims/images/porcupine.png"",""stims/images/zebra.png"",""stims/images/echidna.png"",""stims/images/aardvark.png"",""stims/images/pig.png"",""stims/images/hippopotamus.png"",""stims/images/cormorant.png""]",,,,,2,,,,"[7,5]","[""stims/images/cormorant.png"",""stims/images/pig.png""]","[""cormorant"",""pig""]","[""stims/audio/its_cormorant.wav"",""stims/audio/its_pig.wav""]",right,"[""stims/images/pig.png"",""stims/images/cormorant.png""]","[""stims/audio/its_pig.wav"",""stims/audio/its_cormorant.wav""]","[""pig"",""cormorant""]",5,,,
coact-grid-choice,87,509144,0.0-87.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,3269,,,"[""stims/images/antelope.png"",""stims/images/porcupine.png"",""stims/images/zebra.png"",""stims/images/echidna.png"",""stims/images/aardvark.png"",""stims/images/pig.png"",""stims/images/hippopotamus.png"",""stims/images/cormorant.png""]",,,,,2,,,stims/images/pig.png,,,,,right,"[""stims/images/pig.png"",""stims/images/cormorant.png""]","[""stims/audio/its_pig.wav"",""stims/audio/its_cormorant.wav""]","[""pig"",""cormorant""]",5,1,stims/audio/its_cormorant.wav,"[""stims/images/cormorant.png"",""stims/images/pig.png""]"
coact-grid-choice-audio,88,512152,0.0-88.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,3000,,,,,,,,2,,,stims/images/pig.png,,,,,right,,,,5,,stims/audio/its_cormorant.wav,
html-button-response,89,545500,0.0-89.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,33348,,0,,,,,,,,,,,,,,,,,,,,,
coact-test-prompt,90,549169,0.0-90.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,3668,,,"[""stims/images/squirrel.png"",""stims/images/cat.png"",""stims/images/duck.png"",""stims/images/horse.png"",""stims/images/cow.png"",""stims/images/frog.png"",""stims/images/wolf.png"",""stims/images/butterfly.png""]",butterfly,stims/images/butterfly.png,familiar,practice_posttest,familiar,,,,,,,,,,,,,,,
coact-test,91,552144,0.0-91.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,777591.2267,,,"[""stims/images/squirrel.png"",""stims/images/cat.png"",""stims/images/duck.png"",""stims/images/horse.png"",""stims/images/cow.png"",""stims/images/frog.png"",""stims/images/wolf.png"",""stims/images/butterfly.png""]",butterfly,stims/images/butterfly.png,familiar,practice_posttest,familiar,stims/audio/wheres_butterfly.wav,7,stims/images/butterfly.png,,,,,,,,,,,,
coact-test-prompt,92,554690,0.0-92.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,2545,,,"[""stims/images/aardvark.png"",""stims/images/hippopotamus.png"",""stims/images/echidna.png"",""stims/images/antelope.png"",""stims/images/pig.png"",""stims/images/porcupine.png"",""stims/images/zebra.png"",""stims/images/cormorant.png""]",echidna,stims/images/echidna.png,unfamiliar,posttest,2,,,,,,,,,,,,,,,
coact-test,93,558718,0.0-93.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,784160.7067,,,"[""stims/images/aardvark.png"",""stims/images/hippopotamus.png"",""stims/images/echidna.png"",""stims/images/antelope.png"",""stims/images/pig.png"",""stims/images/porcupine.png"",""stims/images/zebra.png"",""stims/images/cormorant.png""]",echidna,stims/images/echidna.png,unfamiliar,posttest,2,stims/audio/find_echidna.wav,2,stims/images/echidna.png,,,,,,,,,,,,
coact-test-prompt,94,561225,0.0-94.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,2506,,,"[""stims/images/elephant.png"",""stims/images/sloth.png"",""stims/images/nyala.png"",""stims/images/tiger.png"",""stims/images/dolphin.png"",""stims/images/lynx.png"",""stims/images/tarsier.png"",""stims/images/raccoon.png""]",elephant,stims/images/elephant.png,familiar,posttest,1,,,,,,,,,,,,,,,
coact-test,95,566379,0.0-95.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,791816.1707,,,"[""stims/images/elephant.png"",""stims/images/sloth.png"",""stims/images/nyala.png"",""stims/images/tiger.png"",""stims/images/dolphin.png"",""stims/images/lynx.png"",""stims/images/tarsier.png"",""stims/images/raccoon.png""]",elephant,stims/images/elephant.png,familiar,posttest,1,stims/audio/find_elephant.wav,0,stims/images/elephant.png,,,,,,,,,,,,
coact-test-prompt,96,568352,0.0-96.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,1971,,,"[""stims/images/hippopotamus.png"",""stims/images/aardvark.png"",""stims/images/cormorant.png"",""stims/images/antelope.png"",""stims/images/zebra.png"",""stims/images/porcupine.png"",""stims/images/echidna.png"",""stims/images/pig.png""]",aardvark,stims/images/aardvark.png,somewhat unfamiliar,posttest,2,,,,,,,,,,,,,,,
coact-test,97,574093,0.0-97.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,799524.0453,,,"[""stims/images/hippopotamus.png"",""stims/images/aardvark.png"",""stims/images/cormorant.png"",""stims/images/antelope.png"",""stims/images/zebra.png"",""stims/images/porcupine.png"",""stims/images/echidna.png"",""stims/images/pig.png""]",aardvark,stims/images/aardvark.png,somewhat unfamiliar,posttest,2,stims/audio/find_aardvark.wav,0,stims/images/hippopotamus.png,,,,,,,,,,,,
coact-test-prompt,98,576884,0.0-98.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,2790,,,"[""stims/images/lynx.png"",""stims/images/tarsier.png"",""stims/images/nyala.png"",""stims/images/tiger.png"",""stims/images/sloth.png"",""stims/images/raccoon.png"",""stims/images/elephant.png"",""stims/images/dolphin.png""]",lynx,stims/images/lynx.png,somewhat unfamiliar,posttest,1,,,,,,,,,,,,,,,
coact-test,99,581896,0.0-99.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,807317.512,,,"[""stims/images/lynx.png"",""stims/images/tarsier.png"",""stims/images/nyala.png"",""stims/images/tiger.png"",""stims/images/sloth.png"",""stims/images/raccoon.png"",""stims/images/elephant.png"",""stims/images/dolphin.png""]",lynx,stims/images/lynx.png,somewhat unfamiliar,posttest,1,stims/audio/wheres_lynx.wav,0,stims/images/lynx.png,,,,,,,,,,,,
coact-test-prompt,100,582344,0.0-100.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,447,,,"[""stims/images/lynx.png"",""stims/images/elephant.png"",""stims/images/nyala.png"",""stims/images/tiger.png"",""stims/images/tarsier.png"",""stims/images/dolphin.png"",""stims/images/sloth.png"",""stims/images/raccoon.png""]",tiger,stims/images/tiger.png,familiar,posttest,1,,,,,,,,,,,,,,,
coact-test,101,585491,0.0-101.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,810907.0507,,,"[""stims/images/lynx.png"",""stims/images/elephant.png"",""stims/images/nyala.png"",""stims/images/tiger.png"",""stims/images/tarsier.png"",""stims/images/dolphin.png"",""stims/images/sloth.png"",""stims/images/raccoon.png""]",tiger,stims/images/tiger.png,familiar,posttest,1,stims/audio/wheres_tiger.wav,3,stims/images/tiger.png,,,,,,,,,,,,
coact-test-prompt,102,587426,0.0-102.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,1934,,,"[""stims/images/lynx.png"",""stims/images/dolphin.png"",""stims/images/elephant.png"",""stims/images/nyala.png"",""stims/images/tiger.png"",""stims/images/raccoon.png"",""stims/images/sloth.png"",""stims/images/tarsier.png""]",raccoon,stims/images/raccoon.png,somewhat familiar,posttest,1,,,,,,,,,,,,,,,
coact-test,103,591661,0.0-103.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,817072.9707,,,"[""stims/images/lynx.png"",""stims/images/dolphin.png"",""stims/images/elephant.png"",""stims/images/nyala.png"",""stims/images/tiger.png"",""stims/images/raccoon.png"",""stims/images/sloth.png"",""stims/images/tarsier.png""]",raccoon,stims/images/raccoon.png,somewhat familiar,posttest,1,stims/audio/find_raccoon.wav,5,stims/images/raccoon.png,,,,,,,,,,,,
coact-test-prompt,104,592511,0.0-104.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,849,,,"[""stims/images/lynx.png"",""stims/images/tiger.png"",""stims/images/raccoon.png"",""stims/images/elephant.png"",""stims/images/dolphin.png"",""stims/images/nyala.png"",""stims/images/sloth.png"",""stims/images/tarsier.png""]",tarsier,stims/images/tarsier.png,unfamiliar,posttest,1,,,,,,,,,,,,,,,
coact-test,105,598057,0.0-105.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,823463.8853,,,"[""stims/images/lynx.png"",""stims/images/tiger.png"",""stims/images/raccoon.png"",""stims/images/elephant.png"",""stims/images/dolphin.png"",""stims/images/nyala.png"",""stims/images/sloth.png"",""stims/images/tarsier.png""]",tarsier,stims/images/tarsier.png,unfamiliar,posttest,1,stims/audio/find_tarsier.wav,7,stims/images/tarsier.png,,,,,,,,,,,,
coact-test-prompt,106,598999,0.0-106.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,940,,,"[""stims/images/lynx.png"",""stims/images/elephant.png"",""stims/images/tiger.png"",""stims/images/sloth.png"",""stims/images/tarsier.png"",""stims/images/dolphin.png"",""stims/images/nyala.png"",""stims/images/raccoon.png""]",nyala,stims/images/nyala.png,unfamiliar,posttest,1,,,,,,,,,,,,,,,
coact-test,107,605855,0.0-107.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,831256.3947,,,"[""stims/images/lynx.png"",""stims/images/elephant.png"",""stims/images/tiger.png"",""stims/images/sloth.png"",""stims/images/tarsier.png"",""stims/images/dolphin.png"",""stims/images/nyala.png"",""stims/images/raccoon.png""]",nyala,stims/images/nyala.png,unfamiliar,posttest,1,stims/audio/wheres_nyala.wav,4,stims/images/tarsier.png,,,,,,,,,,,,
coact-test-prompt,108,606069,0.0-108.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,213,,,"[""stims/images/lynx.png"",""stims/images/sloth.png"",""stims/images/tiger.png"",""stims/images/raccoon.png"",""stims/images/tarsier.png"",""stims/images/dolphin.png"",""stims/images/nyala.png"",""stims/images/elephant.png""]",dolphin,stims/images/dolphin.png,somewhat familiar,posttest,1,,,,,,,,,,,,,,,
coact-test,109,610694,0.0-109.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,836088.3307,,,"[""stims/images/lynx.png"",""stims/images/sloth.png"",""stims/images/tiger.png"",""stims/images/raccoon.png"",""stims/images/tarsier.png"",""stims/images/dolphin.png"",""stims/images/nyala.png"",""stims/images/elephant.png""]",dolphin,stims/images/dolphin.png,somewhat familiar,posttest,1,stims/audio/wheres_dolphin.wav,5,stims/images/dolphin.png,,,,,,,,,,,,
coact-test-prompt,110,612298,0.0-110.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,1603,,,"[""stims/images/zebra.png"",""stims/images/cormorant.png"",""stims/images/hippopotamus.png"",""stims/images/antelope.png"",""stims/images/aardvark.png"",""stims/images/porcupine.png"",""stims/images/pig.png"",""stims/images/echidna.png""]",hippopotamus,stims/images/hippopotamus.png,somewhat familiar,posttest,2,,,,,,,,,,,,,,,
coact-test,111,621244,0.0-111.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,846633.0987,,,"[""stims/images/zebra.png"",""stims/images/cormorant.png"",""stims/images/hippopotamus.png"",""stims/images/antelope.png"",""stims/images/aardvark.png"",""stims/images/porcupine.png"",""stims/images/pig.png"",""stims/images/echidna.png""]",hippopotamus,stims/images/hippopotamus.png,somewhat familiar,posttest,2,stims/audio/wheres_hippopotamus.wav,2,stims/images/hippopotamus.png,,,,,,,,,,,,
coact-test-prompt,112,622411,0.0-112.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,1166,,,"[""stims/images/porcupine.png"",""stims/images/pig.png"",""stims/images/hippopotamus.png"",""stims/images/zebra.png"",""stims/images/antelope.png"",""stims/images/echidna.png"",""stims/images/cormorant.png"",""stims/images/aardvark.png""]",antelope,stims/images/antelope.png,somewhat unfamiliar,posttest,2,,,,,,,,,,,,,,,
coact-test,113,627379,0.0-113.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,852757.984,,,"[""stims/images/porcupine.png"",""stims/images/pig.png"",""stims/images/hippopotamus.png"",""stims/images/zebra.png"",""stims/images/antelope.png"",""stims/images/echidna.png"",""stims/images/cormorant.png"",""stims/images/aardvark.png""]",antelope,stims/images/antelope.png,somewhat unfamiliar,posttest,2,stims/audio/wheres_antelope.wav,4,stims/images/antelope.png,,,,,,,,,,,,
coact-test-prompt,114,627463,0.0-114.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,83,,,"[""stims/images/pig.png"",""stims/images/zebra.png"",""stims/images/aardvark.png"",""stims/images/echidna.png"",""stims/images/hippopotamus.png"",""stims/images/cormorant.png"",""stims/images/porcupine.png"",""stims/images/antelope.png""]",pig,stims/images/pig.png,familiar,posttest,2,,,,,,,,,,,,,,,
coact-test,115,633087,0.0-115.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,858459.936,,,"[""stims/images/pig.png"",""stims/images/zebra.png"",""stims/images/aardvark.png"",""stims/images/echidna.png"",""stims/images/hippopotamus.png"",""stims/images/cormorant.png"",""stims/images/porcupine.png"",""stims/images/antelope.png""]",pig,stims/images/pig.png,familiar,posttest,2,stims/audio/find_pig.wav,0,stims/images/pig.png,,,,,,,,,,,,
coact-test-prompt,116,634411,0.0-116.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,1323,,,"[""stims/images/porcupine.png"",""stims/images/pig.png"",""stims/images/zebra.png"",""stims/images/echidna.png"",""stims/images/hippopotamus.png"",""stims/images/cormorant.png"",""stims/images/aardvark.png"",""stims/images/antelope.png""]",porcupine,stims/images/porcupine.png,somewhat familiar,posttest,2,,,,,,,,,,,,,,,
coact-test,117,640404,0.0-117.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,865770.984,,,"[""stims/images/porcupine.png"",""stims/images/pig.png"",""stims/images/zebra.png"",""stims/images/echidna.png"",""stims/images/hippopotamus.png"",""stims/images/cormorant.png"",""stims/images/aardvark.png"",""stims/images/antelope.png""]",porcupine,stims/images/porcupine.png,somewhat familiar,posttest,2,stims/audio/find_porcupine.wav,0,stims/images/porcupine.png,,,,,,,,,,,,
coact-test-prompt,118,641812,0.0-118.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,1406,,,"[""stims/images/tiger.png"",""stims/images/tarsier.png"",""stims/images/lynx.png"",""stims/images/raccoon.png"",""stims/images/sloth.png"",""stims/images/elephant.png"",""stims/images/dolphin.png"",""stims/images/nyala.png""]",sloth,stims/images/sloth.png,somewhat unfamiliar,posttest,1,,,,,,,,,,,,,,,
