trial_type,trial_index,time_elapsed,internal_node_id,subject_id,round_name,round_index,success,timeout,failed_images,failed_audio,failed_video,rt,stimulus,response,images,target,target_word,target_image,target_type,round_type,set,test_audio,choice,chosen_image,correct,correct_helper,choices,chosen_images,chosen_items,chosen_audio_items,first_choice_location,chosen_images_in_order,chosen_audio_in_order,chosen_items_in_order,condition,sample_num,chosen_index,chosen_audio,central_images,seed,condition_index,condition_order,condition_vector,condition_name,fam_stims,round_stims,fam_test_index,subject,cur_target,cur_target_image,cur_target_type,familiar_classification,image,source,editing_needed,good_pic,aoa,AoAtestbased,use.,notes,version1,X,X.1,X.2,aoa_adj,chosen_word,familiar_classification_grid,image_grid,source_grid,editing_needed_grid,good_pic_grid,aoa_grid,AoAtestbased_grid,use._grid,notes_grid,version1_grid,X_grid,X.1_grid,X.2_grid,aoa_adj_grid
coact-grid-choice-audio,190,1015991,0.0-190.0,p002,NA,NA,NA,NA,NA,NA,NA,3000,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,stims/images/narwhal.png,NA,NA,NA,NA,NA,NA,right,NA,NA,NA,NA,3,NA,stims/audio/thats_tapir.wav,NA,NA,NA,NA,"[""active"",""passive"",""passive"",""active""]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tapir,unfamiliar,editing_needed,dimy,y,,11.23,13,,,y,NA,NA,,11.23
coact-grid,191,1031390,0.0-191.0,p002,NA,NA,NA,NA,NA,NA,NA,14093,NA,NA,"[""stims/images/manatee.png"",""stims/images/narwhal.png"",""stims/images/tapir.png"",""stims/images/dog.png"",""stims/images/alpaca.png"",""stims/images/koala.png"",""stims/images/bear.png"",""stims/images/flamingo.png""]",NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,"[2,0]","[""stims/images/tapir.png"",""stims/images/manatee.png""]","[""tapir"",""manatee""]","[""stims/audio/its_tapir.wav"",""stims/audio/its_manatee.wav""]",left,"[""stims/images/tapir.png"",""stims/images/manatee.png""]","[""stims/audio/its_tapir.wav"",""stims/audio/its_manatee.wav""]","[""tapir"",""manatee""]",NA,4,NA,NA,NA,NA,NA,NA,"[""active"",""passive"",""passive"",""active""]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coact-grid-choice,192,1035996,0.0-192.0,p002,NA,NA,NA,NA,NA,NA,NA,4605,NA,NA,"[""stims/images/manatee.png"",""stims/images/narwhal.png"",""stims/images/tapir.png"",""stims/images/dog.png"",""stims/images/alpaca.png"",""stims/images/koala.png"",""stims/images/bear.png"",""stims/images/flamingo.png""]",NA,NA,NA,NA,NA,4,NA,NA,stims/images/manatee.png,NA,NA,NA,NA,NA,NA,left,"[""stims/images/tapir.png"",""stims/images/manatee.png""]","[""stims/audio/its_tapir.wav"",""stims/audio/its_manatee.wav""]","[""tapir"",""manatee""]",NA,4,1,stims/audio/its_manatee.wav,"[""stims/images/tapir.png"",""stims/images/manatee.png""]",NA,NA,NA,"[""active"",""passive"",""passive"",""active""]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,manatee,somewhat_unfamiliar,manatee.jpg,Moreno,y,,10.56,14,,,y,NA,NA,,10.56
coact-grid-choice-audio,193,1039006,0.0-193.0,p002,NA,NA,NA,NA,NA,NA,NA,3000,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,stims/images/manatee.png,NA,NA,NA,NA,NA,NA,left,NA,NA,NA,NA,4,NA,stims/audio/its_manatee.wav,NA,NA,NA,NA,"[""active"",""passive"",""passive"",""active""]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,manatee,somewhat_unfamiliar,manatee.jpg,Moreno,y,,10.56,14,,,y,NA,NA,,10.56
coact-grid,194,1046025,0.0-194.0,p002,NA,NA,NA,NA,NA,NA,NA,5714,NA,NA,"[""stims/images/alpaca.png"",""stims/images/koala.png"",""stims/images/narwhal.png"",""stims/images/tapir.png"",""stims/images/flamingo.png"",""stims/images/bear.png"",""stims/images/manatee.png"",""stims/images/dog.png""]",NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,"[4,0]","[""stims/images/flamingo.png"",""stims/images/alpaca.png""]","[""flamingo"",""alpaca""]","[""stims/audio/its_flamingo.wav"",""stims/audio/its_alpaca.wav""]",left,"[""stims/images/flamingo.png"",""stims/images/alpaca.png""]","[""stims/audio/its_flamingo.wav"",""stims/audio/its_alpaca.wav""]","[""flamingo"",""alpaca""]",NA,5,NA,NA,NA,NA,NA,NA,"[""active"",""passive"",""passive"",""active""]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coact-grid-choice,195,1047603,0.0-195.0,p002,NA,NA,NA,NA,NA,NA,NA,1577,NA,NA,"[""stims/images/alpaca.png"",""stims/images/koala.png"",""stims/images/narwhal.png"",""stims/images/tapir.png"",""stims/images/flamingo.png"",""stims/images/bear.png"",""stims/images/manatee.png"",""stims/images/dog.png""]",NA,NA,NA,NA,NA,4,NA,NA,stims/images/flamingo.png,NA,NA,NA,NA,NA,NA,left,"[""stims/images/flamingo.png"",""stims/images/alpaca.png""]","[""stims/audio/its_flamingo.wav"",""stims/audio/its_alpaca.wav""]","[""flamingo"",""alpaca""]",NA,5,0,stims/audio/its_flamingo.wav,"[""stims/images/flamingo.png"",""stims/images/alpaca.png""]",NA,NA,NA,"[""active"",""passive"",""passive"",""active""]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flamingo,somewhat_familiar,flamingo.png,BOSS,n,,6.32,6,,,y,NA,NA,,6.32
coact-grid-choice-audio,196,1050611,0.0-196.0,p002,NA,NA,NA,NA,NA,NA,NA,3000,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,stims/images/flamingo.png,NA,NA,NA,NA,NA,NA,left,NA,NA,NA,NA,5,NA,stims/audio/its_flamingo.wav,NA,NA,NA,NA,"[""active"",""passive"",""passive"",""active""]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flamingo,somewhat_familiar,flamingo.png,BOSS,n,,6.32,6,,,y,NA,NA,,6.32
coact-test,4,28371,0.0-4.0,p003,NA,NA,NA,NA,NA,NA,NA,38654,NA,NA,"[""stims/images/cow.png"",""stims/images/squirrel.png"",""stims/images/horse.png"",""stims/images/cat.png"",""stims/images/wolf.png"",""stims/images/duck.png"",""stims/images/butterfly.png"",""stims/images/frog.png""]",NA,duck,NA,NA,practice_pretest,familiar,stims/audio/wheres_duck.wav,5,stims/images/duck.png,1,1,NA,NA,NA,NA,NA,NA,NA,NA,ap,NA,NA,NA,NA,NA,NA,NA,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",NA,NA,NA,P003,duck,stims/images/duck.png,familiar,familiar,duck.png,MEM,n,,3.5,2,,,fam,NA,8,familiar_exp,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coact-test,6,34491,0.0-6.0,p003,NA,NA,NA,NA,NA,NA,NA,44770.66933,NA,NA,"[""stims/images/frog.png"",""stims/images/squirrel.png"",""stims/images/duck.png"",""stims/images/cat.png"",""stims/images/wolf.png"",""stims/images/cow.png"",""stims/images/butterfly.png"",""stims/images/horse.png""]",NA,cat,NA,NA,practice_pretest,familiar,stims/audio/find_cat.wav,3,stims/images/cat.png,1,1,NA,NA,NA,NA,NA,NA,NA,NA,ap,NA,NA,NA,NA,NA,NA,NA,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",NA,NA,NA,P003,cat,stims/images/cat.png,familiar,familiar,cat.png,CATegories,n,,3.68,2,,,fam,NA,11,somewhat familiar,3.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coact-test,8,45722,0.0-8.0,p003,NA,NA,NA,NA,NA,NA,NA,55995.448,NA,NA,"[""stims/images/manatee.png"",""stims/images/hippopotamus.png"",""stims/images/elephant.png"",""stims/images/tarsier.png"",""stims/images/lobster.png"",""stims/images/tiger.png"",""stims/images/antelope.png"",""stims/images/pangolin.png""]",NA,manatee,NA,NA,pretest,1,stims/audio/find_manatee.wav,0,stims/images/manatee.png,1,1,NA,NA,NA,NA,NA,NA,NA,NA,ap,NA,NA,NA,NA,NA,NA,NA,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",NA,NA,NA,P003,manatee,stims/images/manatee.png,somewhat unfamiliar,somewhat_unfamiliar,manatee.jpg,Moreno,y,,10.56,14,,,y,NA,NA,,10.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coact-test,10,51802,0.0-10.0,p003,NA,NA,NA,NA,NA,NA,NA,62063.992,NA,NA,"[""stims/images/hippopotamus.png"",""stims/images/tiger.png"",""stims/images/lobster.png"",""stims/images/elephant.png"",""stims/images/pangolin.png"",""stims/images/antelope.png"",""stims/images/tarsier.png"",""stims/images/manatee.png""]",NA,tiger,NA,NA,pretest,1,stims/audio/wheres_tiger.wav,1,stims/images/tiger.png,1,1,NA,NA,NA,NA,NA,NA,NA,NA,ap,NA,NA,NA,NA,NA,NA,NA,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",NA,NA,NA,P003,tiger,stims/images/tiger.png,familiar,familiar,tiger.png,BOSS,n,,4,2,,,y,NA,NA,,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coact-test,12,58351,0.0-12.0,p003,NA,NA,NA,NA,NA,NA,NA,68608.14133,NA,NA,"[""stims/images/elephant.png"",""stims/images/tarsier.png"",""stims/images/tiger.png"",""stims/images/lobster.png"",""stims/images/manatee.png"",""stims/images/pangolin.png"",""stims/images/hippopotamus.png"",""stims/images/antelope.png""]",NA,lobster,NA,NA,pretest,1,stims/audio/find_lobster.wav,3,stims/images/lobster.png,1,1,NA,NA,NA,NA,NA,NA,NA,NA,ap,NA,NA,NA,NA,NA,NA,NA,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",NA,NA,NA,P003,lobster,stims/images/lobster.png,somewhat familiar,somewhat_familiar,lobster.png,BOSS,n,,7.44,2,,,y,NA,NA,,7.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coact-test,14,64857,0.0-14.0,p003,NA,NA,NA,NA,NA,NA,NA,75108.96,NA,NA,"[""stims/images/lobster.png"",""stims/images/elephant.png"",""stims/images/hippopotamus.png"",""stims/images/tiger.png"",""stims/images/antelope.png"",""stims/images/manatee.png"",""stims/images/pangolin.png"",""stims/images/tarsier.png""]",NA,elephant,NA,NA,pretest,1,stims/audio/find_elephant.wav,1,stims/images/elephant.png,1,1,NA,NA,NA,NA,NA,NA,NA,NA,ap,NA,NA,NA,NA,NA,NA,NA,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",NA,NA,NA,P003,elephant,stims/images/elephant.png,familiar,familiar,elephant.png,BOSS,n,,4.8,2,,,y,NA,NA,,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coact-test,16,71946,0.0-16.0,p003,NA,NA,NA,NA,NA,NA,NA,82191.41867,NA,NA,"[""stims/images/tiger.png"",""stims/images/hippopotamus.png"",""stims/images/tarsier.png"",""stims/images/elephant.png"",""stims/images/lobster.png"",""stims/images/antelope.png"",""stims/images/manatee.png"",""stims/images/pangolin.png""]",NA,hippopotamus,NA,NA,pretest,1,stims/audio/wheres_hippopotamus.wav,1,stims/images/hippopotamus.png,1,1,NA,NA,NA,NA,NA,NA,NA,NA,ap,NA,NA,NA,NA,NA,NA,NA,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",NA,NA,NA,P003,hippopotamus,stims/images/hippopotamus.png,somewhat familiar,somewhat_familiar,hippopotamus.png,BOSS,n,,7,4,,,y,NA,NA,,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coact-test,18,78591,0.0-18.0,p003,NA,NA,NA,NA,NA,NA,NA,88829.6,NA,NA,"[""stims/images/elephant.png"",""stims/images/tiger.png"",""stims/images/manatee.png"",""stims/images/tarsier.png"",""stims/images/antelope.png"",""stims/images/pangolin.png"",""stims/images/lobster.png"",""stims/images/hippopotamus.png""]",NA,tarsier,NA,NA,pretest,1,stims/audio/find_tarsier.wav,5,stims/images/pangolin.png,0,0,NA,NA,NA,NA,NA,NA,NA,NA,ap,NA,NA,NA,NA,NA,NA,NA,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",NA,NA,NA,P003,tarsier,stims/images/tarsier.png,unfamiliar,unfamiliar,tarsier.jpeg,Wikimedia,y,,NA,NA,,,y,NA,NA,,14.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coact-test,20,84494,0.0-20.0,p003,NA,NA,NA,NA,NA,NA,NA,94725.50667,NA,NA,"[""stims/images/tarsier.png"",""stims/images/hippopotamus.png"",""stims/images/antelope.png"",""stims/images/elephant.png"",""stims/images/pangolin.png"",""stims/images/lobster.png"",""stims/images/manatee.png"",""stims/images/tiger.png""]",NA,antelope,NA,NA,pretest,1,stims/audio/wheres_antelope.wav,6,stims/images/manatee.png,0,0,NA,NA,NA,NA,NA,NA,NA,NA,ap,NA,NA,NA,NA,NA,NA,NA,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",NA,NA,NA,P003,antelope,stims/images/antelope.png,somewhat unfamiliar,somewhat_unfamiliar,antelope.png,BOSS,n,,8.39,4,,,y,NA,NA,,8.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coact-test,22,91723,0.0-22.0,p003,NA,NA,NA,NA,NA,NA,NA,101949.544,NA,NA,"[""stims/images/tarsier.png"",""stims/images/elephant.png"",""stims/images/hippopotamus.png"",""stims/images/lobster.png"",""stims/images/manatee.png"",""stims/images/antelope.png"",""stims/images/tiger.png"",""stims/images/pangolin.png""]",NA,pangolin,NA,NA,pretest,1,stims/audio/wheres_pangolin.wav,5,stims/images/antelope.png,0,0,NA,NA,NA,NA,NA,NA,NA,NA,ap,NA,NA,NA,NA,NA,NA,NA,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",NA,NA,NA,P003,pangolin,stims/images/pangolin.png,unfamiliar,unfamiliar,pangolin.jpg,dimy,n,,NA,13,,,y,NA,NA,,14.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coact-grid,24,114918,0.0-24.0,p003,NA,NA,NA,NA,NA,NA,NA,4868,NA,NA,"[""stims/images/butterfly.png"",""stims/images/duck.png"",""stims/images/squirrel.png"",""stims/images/cow.png"",""stims/images/cat.png"",""stims/images/horse.png"",""stims/images/wolf.png"",""stims/images/frog.png""]",NA,NA,NA,NA,NA,familiar,NA,NA,NA,NA,NA,"[6,0]","[""stims/images/wolf.png"",""stims/images/butterfly.png""]","[""wolf"",""butterfly""]","[""stims/audio/its_wolf.wav"",""stims/audio/its_butterfly.wav""]",right,"[""stims/images/butterfly.png"",""stims/images/wolf.png""]","[""stims/audio/its_butterfly.wav"",""stims/audio/its_wolf.wav""]","[""butterfly"",""wolf""]",ap,0,NA,NA,NA,NA,NA,NA,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",NA,NA,NA,P003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coact-grid-choice,25,117200,0.0-25.0,p003,NA,NA,NA,NA,NA,NA,NA,2279,NA,NA,"[""stims/images/butterfly.png"",""stims/images/duck.png"",""stims/images/squirrel.png"",""stims/images/cow.png"",""stims/images/cat.png"",""stims/images/horse.png"",""stims/images/wolf.png"",""stims/images/frog.png""]",NA,NA,NA,NA,NA,familiar,NA,NA,stims/images/wolf.png,NA,NA,NA,NA,NA,NA,right,"[""stims/images/butterfly.png"",""stims/images/wolf.png""]","[""stims/audio/its_butterfly.wav"",""stims/audio/its_wolf.wav""]","[""butterfly"",""wolf""]",ap,0,0,stims/audio/its_butterfly.wav,"[""stims/images/wolf.png"",""stims/images/butterfly.png""]",NA,NA,NA,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",NA,NA,NA,P003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,butterfly,familiar,butterfly.png,BOSS,n,,3.67,2,,,fam,NA,8,familiar,3.67
coact-grid-choice-audio,26,120212,0.0-26.0,p003,NA,NA,NA,NA,NA,NA,NA,3003,NA,NA,NA,NA,NA,NA,NA,NA,familiar,NA,NA,stims/images/wolf.png,NA,NA,NA,NA,NA,NA,right,NA,NA,NA,ap,0,NA,stims/audio/its_butterfly.wav,NA,NA,NA,NA,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",NA,NA,NA,P003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,butterfly,familiar,butterfly.png,BOSS,n,,3.67,2,,,fam,NA,8,familiar,3.67
coact-grid,27,123889,0.0-27.0,p003,NA,NA,NA,NA,NA,NA,NA,2369,NA,NA,"[""stims/images/antelope.png"",""stims/images/tarsier.png"",""stims/images/tiger.png"",""stims/images/pangolin.png"",""stims/images/elephant.png"",""stims/images/lobster.png"",""stims/images/manatee.png"",""stims/images/hippopotamus.png""]",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"[5,1]","[""stims/images/lobster.png"",""stims/images/tarsier.png""]","[""lobster"",""tarsier""]","[""stims/audio/its_lobster.wav"",""stims/audio/its_tarsier.wav""]",right,"[""stims/images/tarsier.png"",""stims/images/lobster.png""]","[""stims/audio/its_tarsier.wav"",""stims/audio/its_lobster.wav""]","[""tarsier"",""lobster""]",ap,0,NA,NA,NA,NA,NA,NA,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",NA,NA,NA,P003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coact-grid-choice,28,126538,0.0-28.0,p003,NA,NA,NA,NA,NA,NA,NA,2649,NA,NA,"[""stims/images/antelope.png"",""stims/images/tarsier.png"",""stims/images/tiger.png"",""stims/images/pangolin.png"",""stims/images/elephant.png"",""stims/images/lobster.png"",""stims/images/manatee.png"",""stims/images/hippopotamus.png""]",NA,NA,NA,NA,NA,1,NA,NA,stims/images/lobster.png,NA,NA,NA,NA,NA,NA,right,"[""stims/images/tarsier.png"",""stims/images/lobster.png""]","[""stims/audio/its_tarsier.wav"",""stims/audio/its_lobster.wav""]","[""tarsier"",""lobster""]",ap,0,0,stims/audio/its_tarsier.wav,"[""stims/images/lobster.png"",""stims/images/tarsier.png""]",NA,NA,NA,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",NA,NA,NA,P003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tarsier,unfamiliar,tarsier.jpeg,Wikimedia,y,,NA,NA,,,y,NA,NA,,14.22
coact-grid-choice-audio,29,129547,0.0-29.0,p003,NA,NA,NA,NA,NA,NA,NA,3000,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,stims/images/lobster.png,NA,NA,NA,NA,NA,NA,right,NA,NA,NA,ap,0,NA,stims/audio/its_tarsier.wav,NA,NA,NA,NA,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",NA,NA,NA,P003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tarsier,unfamiliar,tarsier.jpeg,Wikimedia,y,,NA,NA,,,y,NA,NA,,14.22
coact-grid,30,133611,0.0-30.0,p003,NA,NA,NA,NA,NA,NA,NA,2756,NA,NA,"[""stims/images/lobster.png"",""stims/images/hippopotamus.png"",""stims/images/antelope.png"",""stims/images/pangolin.png"",""stims/images/elephant.png"",""stims/images/tarsier.png"",""stims/images/tiger.png"",""stims/images/manatee.png""]",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"[0,2]","[""stims/images/lobster.png"",""stims/images/antelope.png""]","[""lobster"",""antelope""]","[""stims/audio/its_lobster.wav"",""stims/audio/its_antelope.wav""]",left,"[""stims/images/lobster.png"",""stims/images/antelope.png""]","[""stims/audio/its_lobster.wav"",""stims/audio/its_antelope.wav""]","[""lobster"",""antelope""]",ap,1,NA,NA,NA,NA,NA,NA,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",NA,NA,NA,P003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coact-grid-choice,31,136211,0.0-31.0,p003,NA,NA,NA,NA,NA,NA,NA,2598,NA,NA,"[""stims/images/lobster.png"",""stims/images/hippopotamus.png"",""stims/images/antelope.png"",""stims/images/pangolin.png"",""stims/images/elephant.png"",""stims/images/tarsier.png"",""stims/images/tiger.png"",""stims/images/manatee.png""]",NA,NA,NA,NA,NA,1,NA,NA,stims/images/antelope.png,NA,NA,NA,NA,NA,NA,left,"[""stims/images/lobster.png"",""stims/images/antelope.png""]","[""stims/audio/its_lobster.wav"",""stims/audio/its_antelope.wav""]","[""lobster"",""antelope""]",ap,1,1,stims/audio/its_antelope.wav,"[""stims/images/lobster.png"",""stims/images/antelope.png""]",NA,NA,NA,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",NA,NA,NA,P003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,antelope,somewhat_unfamiliar,antelope.png,BOSS,n,,8.39,4,,,y,NA,NA,,8.39
coact-grid-choice-audio,32,139219,0.0-32.0,p003,NA,NA,NA,NA,NA,NA,NA,3000,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,stims/images/antelope.png,NA,NA,NA,NA,NA,NA,left,NA,NA,NA,ap,1,NA,stims/audio/its_antelope.wav,NA,NA,NA,NA,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",NA,NA,NA,P003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,antelope,somewhat_unfamiliar,antelope.png,BOSS,n,,8.39,4,,,y,NA,NA,,8.39
coact-grid,33,144645,0.0-33.0,p003,NA,NA,NA,NA,NA,NA,NA,4122,NA,NA,"[""stims/images/tarsier.png"",""stims/images/pangolin.png"",""stims/images/antelope.png"",""stims/images/manatee.png"",""stims/images/hippopotamus.png"",""stims/images/lobster.png"",""stims/images/elephant.png"",""stims/images/tiger.png""]",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"[3,1]","[""stims/images/manatee.png"",""stims/images/pangolin.png""]","[""manatee"",""pangolin""]","[""stims/audio/thats_manatee.wav"",""stims/audio/thats_pangolin.wav""]",left,"[""stims/images/manatee.png"",""stims/images/pangolin.png""]","[""stims/audio/thats_manatee.wav"",""stims/audio/thats_pangolin.wav""]","[""manatee"",""pangolin""]",ap,2,NA,NA,NA,NA,NA,NA,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",NA,NA,NA,P003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coact-grid-choice,34,146684,0.0-34.0,p003,NA,NA,NA,NA,NA,NA,NA,2037,NA,NA,"[""stims/images/tarsier.png"",""stims/images/pangolin.png"",""stims/images/antelope.png"",""stims/images/manatee.png"",""stims/images/hippopotamus.png"",""stims/images/lobster.png"",""stims/images/elephant.png"",""stims/images/tiger.png""]",NA,NA,NA,NA,NA,1,NA,NA,stims/images/pangolin.png,NA,NA,NA,NA,NA,NA,left,"[""stims/images/manatee.png"",""stims/images/pangolin.png""]","[""stims/audio/thats_manatee.wav"",""stims/audio/thats_pangolin.wav""]","[""manatee"",""pangolin""]",ap,2,1,stims/audio/thats_pangolin.wav,"[""stims/images/manatee.png"",""stims/images/pangolin.png""]",NA,NA,NA,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",NA,NA,NA,P003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pangolin,unfamiliar,pangolin.jpg,dimy,n,,NA,13,,,y,NA,NA,,14.22
coact-grid-choice-audio,35,149692,0.0-35.0,p003,NA,NA,NA,NA,NA,NA,NA,3000,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,stims/images/pangolin.png,NA,NA,NA,NA,NA,NA,left,NA,NA,NA,ap,2,NA,stims/audio/thats_pangolin.wav,NA,NA,NA,NA,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",NA,NA,NA,P003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pangolin,unfamiliar,pangolin.jpg,dimy,n,,NA,13,,,y,NA,NA,,14.22
coact-grid,36,154247,0.0-36.0,p003,NA,NA,NA,NA,NA,NA,NA,3247,NA,NA,"[""stims/images/manatee.png"",""stims/images/hippopotamus.png"",""stims/images/antelope.png"",""stims/images/elephant.png"",""stims/images/lobster.png"",""stims/images/tarsier.png"",""stims/images/tiger.png"",""stims/images/pangolin.png""]",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"[6,0]","[""stims/images/tiger.png"",""stims/images/manatee.png""]","[""tiger"",""manatee""]","[""stims/audio/thats_tiger.wav"",""stims/audio/thats_manatee.wav""]",left,"[""stims/images/tiger.png"",""stims/images/manatee.png""]","[""stims/audio/thats_tiger.wav"",""stims/audio/thats_manatee.wav""]","[""tiger"",""manatee""]",ap,3,NA,NA,NA,NA,NA,NA,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",NA,NA,NA,P003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
